"Friday_of_Week","NFCI","ANFCI","Risk","Credit","Leverage","Nonfinancial Leverage","Detrended Credit-to-GDP Ratio"
"01/08/1971","0.66","0.55","0.67","-1.16","-1.26","-0.67",""
"01/15/1971","0.7","0.58","0.7","-1.16","-1.27","-0.68",""
"01/22/1971","0.74","0.64","0.74","-1.16","-1.3","-0.69",""
"01/29/1971","0.79","0.71","0.78","-1.17","-1.32","-0.7",""
"02/05/1971","0.83","0.79","0.83","-1.17","-1.34","-0.71",""
"02/12/1971","0.88","0.88","0.87","-1.18","-1.36","-0.73",""
"02/19/1971","0.92","0.95","0.92","-1.19","-1.39","-0.74",""
"02/26/1971","0.96","1.01","0.96","-1.21","-1.41","-0.76",""
"03/05/1971","0.99","1.05","1","-1.23","-1.44","-0.78",""
"03/12/1971","1.03","1.07","1.04","-1.25","-1.46","-0.81",""
"03/19/1971","1.07","1.08","1.09","-1.28","-1.48","-0.83",""
"03/26/1971","1.12","1.1","1.16","-1.31","-1.5","-0.86",""
"04/02/1971","1.18","1.14","1.23","-1.35","-1.52","-0.88",""
"04/09/1971","1.25","1.23","1.32","-1.4","-1.53","-0.91",""
"04/16/1971","1.33","1.35","1.42","-1.45","-1.54","-0.93",""
"04/23/1971","1.41","1.52","1.52","-1.5","-1.55","-0.95",""
"04/30/1971","1.48","1.7","1.61","-1.55","-1.56","-0.97",""
"05/07/1971","1.53","1.88","1.68","-1.61","-1.56","-0.99",""
"05/14/1971","1.56","2","1.72","-1.67","-1.55","-1.01",""
"05/21/1971","1.54","2.04","1.71","-1.72","-1.55","-1.02",""
"05/28/1971","1.48","1.98","1.67","-1.77","-1.54","-1.03",""
"06/04/1971","1.39","1.81","1.59","-1.81","-1.53","-1.04",""
"06/11/1971","1.27","1.55","1.47","-1.84","-1.51","-1.04",""
"06/18/1971","1.14","1.22","1.35","-1.87","-1.5","-1.04",""
"06/25/1971","1.01","0.88","1.23","-1.89","-1.48","-1.04",""
"07/02/1971","0.93","0.57","1.15","-1.9","-1.46","-1.03","0.25"
"07/09/1971","0.9","0.36","1.11","-1.9","-1.44","-1.03",""
"07/16/1971","0.93","0.31","1.15","-1.89","-1.43","-1.02",""
"07/23/1971","1.04","0.45","1.25","-1.87","-1.41","-1.01",""
"07/30/1971","1.22","0.77","1.42","-1.85","-1.39","-1",""
"08/06/1971","1.44","1.24","1.63","-1.81","-1.38","-0.98",""
"08/13/1971","1.69","1.77","1.86","-1.76","-1.36","-0.97",""
"08/20/1971","1.94","2.29","2.09","-1.71","-1.35","-0.96",""
"08/27/1971","2.14","2.7","2.28","-1.65","-1.34","-0.95",""
"09/03/1971","2.29","2.96","2.41","-1.6","-1.33","-0.93",""
"09/10/1971","2.36","3.04","2.46","-1.54","-1.33","-0.92",""
"09/17/1971","2.36","2.96","2.45","-1.48","-1.33","-0.91",""
"09/24/1971","2.29","2.75","2.37","-1.43","-1.33","-0.89",""
"10/01/1971","2.17","2.45","2.24","-1.38","-1.33","-0.88","0.27"
"10/08/1971","2.02","2.12","2.08","-1.33","-1.34","-0.87",""
"10/15/1971","1.86","1.81","1.91","-1.3","-1.35","-0.86",""
"10/22/1971","1.7","1.56","1.75","-1.27","-1.36","-0.85",""
"10/29/1971","1.58","1.4","1.62","-1.25","-1.37","-0.83",""
"11/05/1971","1.48","1.32","1.53","-1.24","-1.39","-0.82",""
"11/12/1971","1.42","1.34","1.48","-1.24","-1.41","-0.81",""
"11/19/1971","1.4","1.42","1.46","-1.25","-1.43","-0.8",""
"11/26/1971","1.4","1.55","1.47","-1.26","-1.45","-0.79",""
"12/03/1971","1.41","1.68","1.48","-1.28","-1.46","-0.78",""
"12/10/1971","1.43","1.8","1.5","-1.31","-1.48","-0.77",""
"12/17/1971","1.43","1.87","1.51","-1.35","-1.49","-0.76",""
"12/24/1971","1.41","1.89","1.5","-1.39","-1.5","-0.75",""
"12/31/1971","1.37","1.84","1.47","-1.44","-1.5","-0.74","0.33"
"01/07/1972","1.3","1.72","1.4","-1.49","-1.5","-0.73",""
"01/14/1972","1.21","1.55","1.32","-1.54","-1.5","-0.73",""
"01/21/1972","1.1","1.36","1.22","-1.59","-1.49","-0.72",""
"01/28/1972","0.98","1.17","1.11","-1.65","-1.48","-0.71",""
"02/04/1972","0.87","1","1","-1.7","-1.46","-0.7",""
"02/11/1972","0.77","0.86","0.91","-1.75","-1.44","-0.69",""
"02/18/1972","0.68","0.74","0.82","-1.8","-1.41","-0.68",""
"02/25/1972","0.61","0.65","0.75","-1.85","-1.38","-0.68",""
"03/03/1972","0.55","0.59","0.7","-1.89","-1.35","-0.67",""
"03/10/1972","0.5","0.55","0.65","-1.93","-1.32","-0.66",""
"03/17/1972","0.47","0.53","0.62","-1.97","-1.28","-0.65",""
"03/24/1972","0.44","0.53","0.59","-2","-1.23","-0.65",""
"03/31/1972","0.41","0.54","0.56","-2.03","-1.19","-0.64","0.51"
"04/07/1972","0.38","0.54","0.53","-2.05","-1.14","-0.63",""
"04/14/1972","0.34","0.51","0.48","-2.07","-1.09","-0.63",""
"04/21/1972","0.29","0.46","0.43","-2.09","-1.04","-0.62",""
"04/28/1972","0.24","0.39","0.38","-2.11","-0.99","-0.61",""
"05/05/1972","0.19","0.3","0.32","-2.12","-0.93","-0.6",""
"05/12/1972","0.14","0.2","0.27","-2.13","-0.88","-0.59",""
"05/19/1972","0.1","0.12","0.23","-2.15","-0.83","-0.58",""
"05/26/1972","0.08","0.07","0.2","-2.16","-0.77","-0.57",""
"06/02/1972","0.08","0.07","0.2","-2.17","-0.71","-0.56",""
"06/09/1972","0.1","0.12","0.22","-2.19","-0.66","-0.55",""
"06/16/1972","0.13","0.21","0.25","-2.21","-0.6","-0.53",""
"06/23/1972","0.18","0.33","0.3","-2.23","-0.55","-0.52",""
"06/30/1972","0.24","0.47","0.36","-2.25","-0.49","-0.5","0.34"
"07/07/1972","0.29","0.59","0.41","-2.28","-0.44","-0.48",""
"07/14/1972","0.33","0.69","0.46","-2.3","-0.38","-0.47",""
"07/21/1972","0.35","0.74","0.48","-2.34","-0.32","-0.45",""
"07/28/1972","0.34","0.73","0.48","-2.37","-0.27","-0.43",""
"08/04/1972","0.31","0.67","0.46","-2.41","-0.21","-0.41",""
"08/11/1972","0.26","0.54","0.41","-2.45","-0.16","-0.4",""
"08/18/1972","0.19","0.37","0.35","-2.49","-0.1","-0.38",""
"08/25/1972","0.12","0.17","0.28","-2.53","-0.04","-0.36",""
"09/01/1972","0.04","-0.02","0.21","-2.57","0.01","-0.34",""
"09/08/1972","-0.03","-0.19","0.14","-2.61","0.07","-0.32",""
"09/15/1972","-0.09","-0.31","0.09","-2.65","0.13","-0.3",""
"09/22/1972","-0.13","-0.37","0.05","-2.68","0.19","-0.28",""
"09/29/1972","-0.16","-0.39","0.03","-2.71","0.25","-0.27","0.25"
"10/06/1972","-0.17","-0.38","0.02","-2.73","0.32","-0.25",""
"10/13/1972","-0.17","-0.36","0.01","-2.75","0.38","-0.23",""
"10/20/1972","-0.17","-0.33","0","-2.76","0.45","-0.21",""
"10/27/1972","-0.18","-0.31","-0","-2.77","0.51","-0.2",""
"11/03/1972","-0.19","-0.31","-0.02","-2.78","0.58","-0.18",""
"11/10/1972","-0.21","-0.33","-0.04","-2.79","0.65","-0.17",""
"11/17/1972","-0.23","-0.36","-0.07","-2.8","0.73","-0.15",""
"11/24/1972","-0.26","-0.41","-0.1","-2.81","0.8","-0.14",""
"12/01/1972","-0.29","-0.48","-0.13","-2.82","0.88","-0.13",""
"12/08/1972","-0.32","-0.55","-0.16","-2.83","0.96","-0.12",""
"12/15/1972","-0.33","-0.62","-0.17","-2.84","1.05","-0.11",""
"12/22/1972","-0.33","-0.67","-0.17","-2.85","1.13","-0.1",""
"12/29/1972","-0.3","-0.69","-0.14","-2.86","1.22","-0.09","0.34"
"01/05/1973","-0.24","-0.66","-0.07","-2.87","1.31","-0.08",""
"01/12/1973","-0.15","-0.58","0.02","-2.89","1.4","-0.07",""
"01/19/1973","-0.02","-0.43","0.15","-2.9","1.49","-0.06",""
"01/26/1973","0.13","-0.21","0.3","-2.91","1.58","-0.06",""
"02/02/1973","0.3","0.06","0.48","-2.93","1.66","-0.05",""
"02/09/1973","0.48","0.37","0.66","-2.94","1.75","-0.04",""
"02/16/1973","0.66","0.67","0.85","-2.95","1.83","-0.03",""
"02/23/1973","0.83","0.93","1.01","-2.96","1.91","-0.02",""
"03/02/1973","0.97","1.13","1.15","-2.97","1.98","-0.01",""
"03/09/1973","1.07","1.25","1.26","-2.97","2.04","-0",""
"03/16/1973","1.14","1.28","1.33","-2.98","2.11","0.01",""
"03/23/1973","1.18","1.25","1.37","-2.97","2.16","0.02",""
"03/30/1973","1.19","1.18","1.39","-2.97","2.22","0.03","0.37"
"04/06/1973","1.19","1.1","1.38","-2.96","2.27","0.04",""
"04/13/1973","1.17","1.03","1.36","-2.95","2.31","0.06",""
"04/20/1973","1.14","0.97","1.33","-2.93","2.35","0.07",""
"04/27/1973","1.11","0.92","1.3","-2.91","2.39","0.09",""
"05/04/1973","1.07","0.87","1.27","-2.89","2.42","0.11",""
"05/11/1973","1.04","0.82","1.24","-2.87","2.45","0.13",""
"05/18/1973","1.01","0.75","1.21","-2.84","2.48","0.15",""
"05/25/1973","0.99","0.66","1.19","-2.8","2.5","0.17",""
"06/01/1973","0.97","0.58","1.17","-2.76","2.51","0.19",""
"06/08/1973","0.97","0.51","1.17","-2.71","2.53","0.22",""
"06/15/1973","0.99","0.47","1.19","-2.65","2.54","0.24",""
"06/22/1973","1.02","0.48","1.22","-2.58","2.55","0.27",""
"06/29/1973","1.08","0.54","1.28","-2.5","2.55","0.29","0.34"
"07/06/1973","1.16","0.66","1.36","-2.41","2.56","0.32",""
"07/13/1973","1.27","0.83","1.46","-2.32","2.56","0.34",""
"07/20/1973","1.38","1.01","1.57","-2.21","2.56","0.37",""
"07/27/1973","1.51","1.21","1.69","-2.1","2.56","0.39",""
"08/03/1973","1.64","1.4","1.81","-1.98","2.56","0.42",""
"08/10/1973","1.77","1.57","1.93","-1.86","2.56","0.44",""
"08/17/1973","1.89","1.72","2.03","-1.73","2.56","0.46",""
"08/24/1973","1.99","1.84","2.12","-1.6","2.56","0.48",""
"08/31/1973","2.08","1.94","2.2","-1.47","2.55","0.5",""
"09/07/1973","2.14","2.02","2.25","-1.34","2.55","0.52",""
"09/14/1973","2.18","2.08","2.28","-1.21","2.55","0.53",""
"09/21/1973","2.2","2.1","2.28","-1.09","2.55","0.55",""
"09/28/1973","2.19","2.07","2.26","-0.97","2.56","0.56","0.44"
"10/05/1973","2.15","1.97","2.22","-0.86","2.56","0.57",""
"10/12/1973","2.1","1.81","2.16","-0.77","2.56","0.58",""
"10/19/1973","2.03","1.6","2.09","-0.69","2.57","0.6",""
"10/26/1973","1.98","1.38","2.03","-0.62","2.58","0.6",""
"11/02/1973","1.93","1.21","1.98","-0.57","2.59","0.61",""
"11/09/1973","1.9","1.13","1.95","-0.53","2.6","0.62",""
"11/16/1973","1.89","1.15","1.94","-0.51","2.61","0.63",""
"11/23/1973","1.9","1.28","1.94","-0.49","2.62","0.64",""
"11/30/1973","1.9","1.45","1.94","-0.48","2.63","0.64",""
"12/07/1973","1.89","1.6","1.93","-0.49","2.63","0.65",""
"12/14/1973","1.84","1.68","1.89","-0.49","2.64","0.65",""
"12/21/1973","1.76","1.65","1.81","-0.51","2.65","0.66",""
"12/28/1973","1.64","1.51","1.69","-0.53","2.65","0.66","0.71"
"01/04/1974","1.47","1.27","1.54","-0.55","2.66","0.67",""
"01/11/1974","1.28","0.98","1.35","-0.57","2.67","0.67",""
"01/18/1974","1.08","0.67","1.15","-0.6","2.68","0.68",""
"01/25/1974","0.87","0.37","0.95","-0.63","2.7","0.68",""
"02/01/1974","0.68","0.1","0.76","-0.67","2.71","0.69",""
"02/08/1974","0.51","-0.13","0.6","-0.7","2.73","0.69",""
"02/15/1974","0.38","-0.32","0.47","-0.73","2.75","0.7",""
"02/22/1974","0.29","-0.45","0.39","-0.75","2.78","0.7",""
"03/01/1974","0.26","-0.52","0.36","-0.77","2.81","0.7",""
"03/08/1974","0.28","-0.53","0.38","-0.79","2.83","0.7",""
"03/15/1974","0.35","-0.46","0.46","-0.79","2.86","0.7",""
"03/22/1974","0.47","-0.32","0.59","-0.79","2.89","0.71",""
"03/29/1974","0.65","-0.14","0.77","-0.78","2.92","0.7","0.59"
"04/05/1974","0.86","0.1","0.99","-0.75","2.95","0.7",""
"04/12/1974","1.12","0.38","1.24","-0.72","2.98","0.7",""
"04/19/1974","1.41","0.69","1.53","-0.69","3","0.7",""
"04/26/1974","1.73","1.04","1.85","-0.64","3.02","0.69",""
"05/03/1974","2.07","1.41","2.18","-0.59","3.04","0.68",""
"05/10/1974","2.42","1.78","2.54","-0.53","3.05","0.67",""
"05/17/1974","2.79","2.17","2.9","-0.47","3.06","0.66",""
"05/24/1974","3.16","2.55","3.26","-0.41","3.06","0.65",""
"05/31/1974","3.52","2.95","3.63","-0.34","3.06","0.63",""
"06/07/1974","3.87","3.38","3.98","-0.27","3.05","0.62",""
"06/14/1974","4.2","3.83","4.31","-0.2","3.04","0.6",""
"06/21/1974","4.49","4.28","4.61","-0.12","3.02","0.58",""
"06/28/1974","4.73","4.69","4.86","-0.05","3","0.56","0.9"
"07/05/1974","4.92","4.99","5.05","0.02","2.97","0.54",""
"07/12/1974","5.03","5.14","5.16","0.1","2.93","0.51",""
"07/19/1974","5.07","5.14","5.2","0.16","2.89","0.49",""
"07/26/1974","5.04","4.99","5.18","0.23","2.84","0.47",""
"08/02/1974","4.97","4.75","5.1","0.29","2.78","0.44",""
"08/09/1974","4.86","4.47","4.97","0.35","2.72","0.42",""
"08/16/1974","4.72","4.21","4.83","0.41","2.64","0.39",""
"08/23/1974","4.59","4.02","4.67","0.47","2.56","0.37",""
"08/30/1974","4.45","3.91","4.52","0.53","2.48","0.35",""
"09/06/1974","4.31","3.88","4.37","0.58","2.38","0.33",""
"09/13/1974","4.18","3.89","4.22","0.64","2.28","0.31",""
"09/20/1974","4.05","3.9","4.07","0.7","2.18","0.29",""
"09/27/1974","3.9","3.84","3.91","0.75","2.07","0.27","0.92"
"10/04/1974","3.73","3.68","3.73","0.8","1.96","0.25",""
"10/11/1974","3.54","3.4","3.54","0.84","1.84","0.23",""
"10/18/1974","3.35","3.05","3.34","0.87","1.73","0.22",""
"10/25/1974","3.16","2.67","3.14","0.89","1.61","0.2",""
"11/01/1974","2.98","2.35","2.96","0.9","1.5","0.19",""
"11/08/1974","2.84","2.12","2.81","0.89","1.39","0.18",""
"11/15/1974","2.72","2.01","2.69","0.88","1.28","0.17",""
"11/22/1974","2.63","2.01","2.59","0.85","1.17","0.16",""
"11/29/1974","2.57","2.08","2.53","0.81","1.07","0.15",""
"12/06/1974","2.52","2.18","2.47","0.76","0.96","0.14",""
"12/13/1974","2.46","2.26","2.42","0.71","0.86","0.13",""
"12/20/1974","2.39","2.29","2.35","0.64","0.75","0.13",""
"12/27/1974","2.3","2.24","2.27","0.56","0.65","0.12","0.97"
"01/03/1975","2.18","2.1","2.16","0.47","0.55","0.11",""
"01/10/1975","2.04","1.88","2.03","0.37","0.45","0.1",""
"01/17/1975","1.87","1.61","1.87","0.26","0.35","0.09",""
"01/24/1975","1.69","1.32","1.71","0.14","0.25","0.08",""
"01/31/1975","1.5","1.04","1.54","0.01","0.15","0.06",""
"02/07/1975","1.33","0.8","1.38","-0.13","0.05","0.04",""
"02/14/1975","1.16","0.61","1.23","-0.27","-0.04","0.02",""
"02/21/1975","1.01","0.46","1.1","-0.41","-0.14","-0",""
"02/28/1975","0.88","0.33","0.99","-0.55","-0.23","-0.03",""
"03/07/1975","0.76","0.23","0.89","-0.7","-0.32","-0.05",""
"03/14/1975","0.65","0.13","0.81","-0.83","-0.41","-0.08",""
"03/21/1975","0.56","0.05","0.74","-0.97","-0.5","-0.12",""
"03/28/1975","0.47","-0.02","0.67","-1.1","-0.59","-0.15","0.77"
"04/04/1975","0.39","-0.07","0.61","-1.21","-0.67","-0.19",""
"04/11/1975","0.3","-0.12","0.54","-1.32","-0.75","-0.22",""
"04/18/1975","0.22","-0.18","0.47","-1.42","-0.83","-0.26",""
"04/25/1975","0.13","-0.25","0.38","-1.51","-0.9","-0.3",""
"05/02/1975","0.05","-0.33","0.3","-1.59","-0.97","-0.33",""
"05/09/1975","-0.04","-0.41","0.21","-1.66","-1.04","-0.37",""
"05/16/1975","-0.11","-0.5","0.13","-1.73","-1.1","-0.41",""
"05/23/1975","-0.18","-0.58","0.05","-1.78","-1.15","-0.44",""
"05/30/1975","-0.24","-0.64","-0.02","-1.83","-1.2","-0.48",""
"06/06/1975","-0.3","-0.68","-0.08","-1.87","-1.24","-0.52",""
"06/13/1975","-0.34","-0.7","-0.12","-1.9","-1.28","-0.55",""
"06/20/1975","-0.37","-0.71","-0.15","-1.94","-1.32","-0.58",""
"06/27/1975","-0.39","-0.7","-0.17","-1.97","-1.35","-0.62","0.77"
"07/04/1975","-0.4","-0.7","-0.19","-1.99","-1.37","-0.65",""
"07/11/1975","-0.41","-0.71","-0.19","-2.02","-1.39","-0.68",""
"07/18/1975","-0.42","-0.72","-0.19","-2.04","-1.41","-0.71",""
"07/25/1975","-0.42","-0.75","-0.19","-2.07","-1.43","-0.74",""
"08/01/1975","-0.42","-0.78","-0.19","-2.09","-1.45","-0.77",""
"08/08/1975","-0.4","-0.8","-0.17","-2.1","-1.46","-0.8",""
"08/15/1975","-0.39","-0.81","-0.16","-2.11","-1.48","-0.83",""
"08/22/1975","-0.36","-0.8","-0.13","-2.12","-1.5","-0.86",""
"08/29/1975","-0.32","-0.77","-0.1","-2.12","-1.52","-0.89",""
"09/05/1975","-0.28","-0.72","-0.06","-2.11","-1.54","-0.91",""
"09/12/1975","-0.23","-0.66","-0.01","-2.1","-1.56","-0.94",""
"09/19/1975","-0.18","-0.59","0.03","-2.08","-1.59","-0.96",""
"09/26/1975","-0.13","-0.52","0.07","-2.06","-1.61","-0.99","0.44"
"10/03/1975","-0.08","-0.46","0.11","-2.03","-1.64","-1.01",""
"10/10/1975","-0.04","-0.43","0.14","-2.01","-1.67","-1.03",""
"10/17/1975","-0.02","-0.4","0.17","-1.99","-1.7","-1.05",""
"10/24/1975","0","-0.39","0.18","-1.97","-1.73","-1.07",""
"10/31/1975","0.01","-0.38","0.18","-1.96","-1.77","-1.09",""
"11/07/1975","0.01","-0.37","0.18","-1.95","-1.8","-1.11",""
"11/14/1975","-0","-0.37","0.16","-1.95","-1.83","-1.12",""
"11/21/1975","-0.03","-0.37","0.13","-1.95","-1.86","-1.14",""
"11/28/1975","-0.06","-0.39","0.09","-1.95","-1.89","-1.15",""
"12/05/1975","-0.12","-0.42","0.03","-1.95","-1.93","-1.16",""
"12/12/1975","-0.18","-0.47","-0.03","-1.96","-1.96","-1.17",""
"12/19/1975","-0.25","-0.53","-0.11","-1.96","-1.99","-1.18",""
"12/26/1975","-0.33","-0.62","-0.19","-1.97","-2.02","-1.19",""
"01/02/1976","-0.41","-0.72","-0.27","-1.97","-2.05","-1.19","-0.02"
"01/09/1976","-0.49","-0.82","-0.34","-1.98","-2.08","-1.2",""
"01/16/1976","-0.56","-0.92","-0.41","-2","-2.11","-1.2",""
"01/23/1976","-0.63","-1.02","-0.47","-2.01","-2.13","-1.21",""
"01/30/1976","-0.68","-1.09","-0.52","-2.03","-2.15","-1.21",""
"02/06/1976","-0.72","-1.14","-0.56","-2.05","-2.17","-1.22",""
"02/13/1976","-0.76","-1.17","-0.59","-2.07","-2.19","-1.22",""
"02/20/1976","-0.78","-1.17","-0.61","-2.09","-2.2","-1.23",""
"02/27/1976","-0.8","-1.17","-0.63","-2.11","-2.21","-1.23",""
"03/05/1976","-0.81","-1.15","-0.64","-2.13","-2.22","-1.23",""
"03/12/1976","-0.82","-1.13","-0.65","-2.14","-2.23","-1.24",""
"03/19/1976","-0.82","-1.11","-0.65","-2.16","-2.23","-1.24",""
"03/26/1976","-0.82","-1.08","-0.65","-2.17","-2.23","-1.24",""
"04/02/1976","-0.81","-1.06","-0.64","-2.18","-2.22","-1.25","-0.34"
"04/09/1976","-0.8","-1.02","-0.62","-2.19","-2.22","-1.25",""
"04/16/1976","-0.78","-0.97","-0.6","-2.2","-2.21","-1.25",""
"04/23/1976","-0.75","-0.91","-0.56","-2.21","-2.2","-1.25",""
"04/30/1976","-0.72","-0.83","-0.53","-2.22","-2.19","-1.24",""
"05/07/1976","-0.68","-0.74","-0.49","-2.23","-2.17","-1.24",""
"05/14/1976","-0.64","-0.65","-0.45","-2.23","-2.15","-1.24",""
"05/21/1976","-0.61","-0.56","-0.42","-2.23","-2.13","-1.23",""
"05/28/1976","-0.58","-0.49","-0.39","-2.23","-2.11","-1.22",""
"06/04/1976","-0.57","-0.44","-0.38","-2.22","-2.09","-1.21",""
"06/11/1976","-0.57","-0.42","-0.38","-2.21","-2.06","-1.2",""
"06/18/1976","-0.58","-0.43","-0.39","-2.19","-2.03","-1.19",""
"06/25/1976","-0.6","-0.48","-0.42","-2.17","-2","-1.17",""
"07/02/1976","-0.63","-0.54","-0.45","-2.14","-1.97","-1.16","-0.63"
"07/09/1976","-0.66","-0.61","-0.49","-2.12","-1.94","-1.14",""
"07/16/1976","-0.7","-0.69","-0.54","-2.08","-1.91","-1.12",""
"07/23/1976","-0.73","-0.77","-0.58","-2.05","-1.87","-1.11",""
"07/30/1976","-0.76","-0.84","-0.62","-2.01","-1.84","-1.09",""
"08/06/1976","-0.79","-0.91","-0.65","-1.98","-1.81","-1.07",""
"08/13/1976","-0.81","-0.97","-0.68","-1.94","-1.78","-1.05",""
"08/20/1976","-0.83","-1.02","-0.71","-1.9","-1.75","-1.04",""
"08/27/1976","-0.84","-1.06","-0.73","-1.85","-1.73","-1.02",""
"09/03/1976","-0.85","-1.09","-0.75","-1.81","-1.71","-1",""
"09/10/1976","-0.85","-1.12","-0.76","-1.77","-1.69","-0.99",""
"09/17/1976","-0.85","-1.14","-0.77","-1.72","-1.67","-0.97",""
"09/24/1976","-0.85","-1.17","-0.78","-1.68","-1.66","-0.96",""
"10/01/1976","-0.85","-1.19","-0.78","-1.64","-1.65","-0.95","-0.63"
"10/08/1976","-0.85","-1.22","-0.78","-1.6","-1.65","-0.93",""
"10/15/1976","-0.84","-1.24","-0.78","-1.56","-1.65","-0.92",""
"10/22/1976","-0.83","-1.26","-0.77","-1.53","-1.65","-0.91",""
"10/29/1976","-0.82","-1.27","-0.76","-1.5","-1.66","-0.9",""
"11/05/1976","-0.8","-1.26","-0.75","-1.48","-1.67","-0.9",""
"11/12/1976","-0.79","-1.23","-0.74","-1.45","-1.68","-0.89",""
"11/19/1976","-0.77","-1.2","-0.72","-1.44","-1.69","-0.88",""
"11/26/1976","-0.75","-1.15","-0.71","-1.43","-1.7","-0.88",""
"12/03/1976","-0.74","-1.11","-0.7","-1.42","-1.72","-0.87",""
"12/10/1976","-0.74","-1.08","-0.7","-1.43","-1.73","-0.87",""
"12/17/1976","-0.74","-1.07","-0.7","-1.44","-1.74","-0.87",""
"12/24/1976","-0.76","-1.09","-0.7","-1.45","-1.75","-0.87",""
"12/31/1976","-0.78","-1.13","-0.71","-1.48","-1.76","-0.86","-0.58"
"01/07/1977","-0.81","-1.18","-0.72","-1.5","-1.77","-0.86",""
"01/14/1977","-0.84","-1.24","-0.74","-1.54","-1.77","-0.86",""
"01/21/1977","-0.87","-1.3","-0.76","-1.57","-1.77","-0.86",""
"01/28/1977","-0.9","-1.34","-0.78","-1.61","-1.77","-0.85",""
"02/04/1977","-0.92","-1.37","-0.79","-1.64","-1.77","-0.85",""
"02/11/1977","-0.93","-1.39","-0.8","-1.67","-1.76","-0.84",""
"02/18/1977","-0.94","-1.39","-0.8","-1.7","-1.75","-0.84",""
"02/25/1977","-0.94","-1.37","-0.8","-1.72","-1.74","-0.83",""
"03/04/1977","-0.93","-1.35","-0.79","-1.73","-1.73","-0.82",""
"03/11/1977","-0.91","-1.33","-0.77","-1.74","-1.72","-0.81",""
"03/18/1977","-0.89","-1.3","-0.75","-1.75","-1.71","-0.8",""
"03/25/1977","-0.87","-1.27","-0.72","-1.74","-1.7","-0.79",""
"04/01/1977","-0.84","-1.25","-0.69","-1.74","-1.69","-0.78","-0.62"
"04/08/1977","-0.8","-1.23","-0.65","-1.72","-1.68","-0.77",""
"04/15/1977","-0.77","-1.21","-0.62","-1.7","-1.66","-0.76",""
"04/22/1977","-0.73","-1.19","-0.58","-1.68","-1.65","-0.75",""
"04/29/1977","-0.7","-1.16","-0.55","-1.65","-1.63","-0.74",""
"05/06/1977","-0.66","-1.12","-0.52","-1.62","-1.62","-0.73",""
"05/13/1977","-0.62","-1.07","-0.49","-1.58","-1.6","-0.72",""
"05/20/1977","-0.59","-1.03","-0.47","-1.54","-1.58","-0.71",""
"05/27/1977","-0.57","-1","-0.46","-1.5","-1.57","-0.69",""
"06/03/1977","-0.56","-0.98","-0.45","-1.46","-1.55","-0.68",""
"06/10/1977","-0.55","-0.98","-0.45","-1.42","-1.52","-0.67",""
"06/17/1977","-0.55","-1","-0.45","-1.38","-1.5","-0.66",""
"06/24/1977","-0.55","-1.03","-0.46","-1.34","-1.48","-0.65",""
"07/01/1977","-0.55","-1.07","-0.47","-1.31","-1.46","-0.64","-0.6"
"07/08/1977","-0.56","-1.11","-0.48","-1.28","-1.43","-0.63",""
"07/15/1977","-0.57","-1.14","-0.48","-1.25","-1.4","-0.61",""
"07/22/1977","-0.57","-1.17","-0.49","-1.23","-1.38","-0.6",""
"07/29/1977","-0.56","-1.17","-0.48","-1.22","-1.35","-0.59",""
"08/05/1977","-0.55","-1.15","-0.47","-1.2","-1.32","-0.57",""
"08/12/1977","-0.53","-1.12","-0.45","-1.19","-1.29","-0.56",""
"08/19/1977","-0.51","-1.09","-0.44","-1.19","-1.27","-0.54",""
"08/26/1977","-0.49","-1.05","-0.41","-1.18","-1.24","-0.52",""
"09/02/1977","-0.46","-1.02","-0.39","-1.18","-1.21","-0.5",""
"09/09/1977","-0.44","-0.98","-0.36","-1.17","-1.19","-0.49",""
"09/16/1977","-0.41","-0.95","-0.32","-1.17","-1.16","-0.47",""
"09/23/1977","-0.38","-0.91","-0.29","-1.17","-1.14","-0.45",""
"09/30/1977","-0.34","-0.87","-0.25","-1.16","-1.12","-0.42","-0.68"
"10/07/1977","-0.31","-0.82","-0.22","-1.15","-1.1","-0.4",""
"10/14/1977","-0.28","-0.77","-0.18","-1.14","-1.08","-0.38",""
"10/21/1977","-0.25","-0.73","-0.15","-1.13","-1.07","-0.36",""
"10/28/1977","-0.23","-0.69","-0.12","-1.11","-1.05","-0.34",""
"11/04/1977","-0.21","-0.66","-0.09","-1.09","-1.04","-0.32",""
"11/11/1977","-0.19","-0.62","-0.07","-1.07","-1.03","-0.29",""
"11/18/1977","-0.18","-0.59","-0.06","-1.03","-1.02","-0.27",""
"11/25/1977","-0.17","-0.56","-0.05","-0.99","-1.01","-0.25",""
"12/02/1977","-0.17","-0.54","-0.05","-0.95","-1","-0.23",""
"12/09/1977","-0.17","-0.52","-0.06","-0.89","-1","-0.21",""
"12/16/1977","-0.18","-0.52","-0.07","-0.83","-0.99","-0.19",""
"12/23/1977","-0.19","-0.53","-0.09","-0.76","-0.98","-0.17",""
"12/30/1977","-0.21","-0.55","-0.11","-0.69","-0.98","-0.15","-0.7"
"01/06/1978","-0.22","-0.58","-0.13","-0.62","-0.97","-0.13",""
"01/13/1978","-0.24","-0.61","-0.16","-0.54","-0.97","-0.11",""
"01/20/1978","-0.25","-0.63","-0.18","-0.46","-0.96","-0.09",""
"01/27/1978","-0.26","-0.66","-0.2","-0.38","-0.96","-0.07",""
